id,year,title,entry,phylum,class,order,genus,match_method,confidence,rationale
1144,2023,LieTensor,"Wang, Chen, Gao, Dasong, Xu, Kuan, Geng, Junyi, Hu, Yaoyu, Qiu, Yuheng, Li, Bowen, Yang, Fan, Moon, Brady, Pandey, Abhinav, et al. 2023b. LieTensor. https://pypose.org/docs/main/generated/pypose.LieTensor.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Implicit Differentiation,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.4 Numerical Challenges of Automatic Differentiation and Modern Libraries 115. Genus label: Implicit Differentiation (codex_context_genus, score=3)."
1145,2023,PyPose: A Library for Robot Learning with Physics-based Optimization,"Wang, Chen, Gao, Dasong, Xu, Kuan, Geng, Junyi, Hu, Yaoyu, Qiu, Yuheng, Li, Bowen, Yang, Fan, Moon, Brady, Pandey, Abhinav, Aryan, Xu, Jiahe, Wu, Tianhao, He, Haonan, Huang, Daning, Ren, Zhongqiang, Zhao, Shibo, Fu, Taimeng, Reddy, Pranay, Lin, Xiao, Wang, Wenshan, Shi, Jingnan, Talak, Rajat, Cao, Kun, Du, Yi, Wang, Han, Yu, Huai, Wang, Shanzhao, Chen, Siyu, Kashyap, Ananth, Bandaru, Rohan, Dantu, Karthik, Wu, Jiajun, Xie, Lihua, Carlone, Luca, Hutter, Marco, and Scherer, Sebastian. 2023c. PyPose: A Library for Robot Learning with Physics-based Optimization. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Implicit Differentiation,codex_context_semantic,0.9,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.2 Differentiation Through Nonlinear Least Squares                          105. Genus label: Implicit Differentiation (codex_context_genus, score=42)."
1146,2023,PyPose Documents,"Wang, Chen, Gao, Dasong, Xu, Kuan, Geng, Junyi, Hu, Yaoyu, Qiu, Yuheng, Li, Bowen, Yang, Fan, Moon, Brady, Pandey, Abhinav, et al. 2023d. PyPose Documents. https://pypose.org/docs/.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Differentiating Through Least Squares,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.4.1 Example of Implementation of Differentiable Optimization. Genus label: Differentiating Through Least Squares (codex_context_genus_default, score=0)."
1147,2023,PyPose Tutorial,"Wang, Chen, Gao, Dasong, Xu, Kuan, Geng, Junyi, Hu, Yaoyu, Qiu, Yuheng, Li, Bowen, Yang, Fan, Moon, Brady, Pandey, Abhinav, et al. 2023e. PyPose Tutorial. https://github.com/pypose/tutorials.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Implicit Differentiation,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.4 Numerical Challenges of Automatic Differentiation and Modern Libraries 115. Genus label: Implicit Differentiation (codex_context_genus, score=3)."
1148,2025,Imperative Learning: A Self-supervised Neural-Symbolic Learning Framework for Robot Autonomy,"Wang, Chen, Ji, Kaiyi, Geng, Junyi, Ren, Zhongqiang, Fu, Taimeng, Yang, Fan, Guo, Yifan, He, Haonan, Chen, Xiangyu, Zhan, Zitong, Du, Qiwei, Su, Shaoshu, Li, Bowen, Qiu, Yuheng, Lin, Xiao, Du, Yi, Li, Qihang, and Zhao, Zhipeng. 2025a. Imperative Learning: A Self-supervised Neural-Symbolic Learning Framework for Robot Autonomy. Intl. J. of Robotics Research.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Implicit Differentiation,codex_context_semantic,0.74,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.2 Differentiation Through Nonlinear Least Squares. Genus label: Implicit Differentiation (codex_context_genus, score=42)."
1149,2007,"Simultaneous Localization, Mapping and Moving Object Tracking","Wang, Chieh-Chih, Thorpe, Charles, Thrun, Sebastian, Hebert, Martial, and Durrant-Whyte, Hugh. 2007. Simultaneous Localization, Mapping and Moving Object Tracking. Intl. J. of Robotics Research, 26(9), 889-916.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.66,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=60)."
1150,2021,F-LOAM: Fast LiDAR Odometry and Mapping,"Wang, H., Wang, C., Chen, C., and Xie, L. 2021a. F-LOAM: Fast LiDAR Odometry and Mapping. In: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS).",Sensor & Odometry Modalities,LiDAR SLAM,LiDAR System Families,LOAM-style Odometry,codex_context_semantic,0.82,"Title is a LiDAR odometry/SLAM system. Genus label: LOAM-style Odometry (codex_context_genus, score=22)."
1151,2020,Intensity scan context: Coding intensity and geometry relations for loop closure detection,"Wang, Han, Wang, Chen, and Xie, Lihua. 2020a. Intensity scan context: Coding intensity and geometry relations for loop closure detection. Pages 2095-2101 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,Radar Place Recognition,codex_context_semantic,0.9,"Cited in radar place recognition context. Strongest Handbook context: 9.3.3 Descriptor-based Radar Place Recognition. Genus label: Radar Place Recognition (codex_context_genus, score=45)."
1152,2019,Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation,"Wang, He, Sridhar, Srinath, Huang, Jingwei, Valentin, Julien, Song, Shuran, and Guibas, Leonidas J. 2019a. Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.66,"Cited in sparse metric-semantic representation context. Strongest Handbook context: 16.2 Sparse Metric-Semantic Representations                                  465. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=6)."
1153,2023,Co-slam: Joint coordinate and sparse parametric encodings for neural real-time slam,"Wang, Hengyi, Wang, Jingwen, and Agapito, Lourdes. 2023f. Co-slam: Joint coordinate and sparse parametric encodings for neural real-time slam. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,NeRF Maps,codex_context_semantic,0.66,"Cited in NeRF/neural fields context. Strongest Handbook context: 14.2.4 NeRF/Neural Fields for Visual SLAM. Genus label: NeRF Maps (codex_context_genus, score=19)."
1154,2023,Event-Based Stereo Visual Odometry With Native Temporal Resolution via Continuous-Time Gaussian Process Regression,"Wang, Jianeng, and Gammell, Jonathan D. 2023. Event-Based Stereo Visual Odometry With Native Temporal Resolution via Continuous-Time Gaussian Process Regression. IEEE Robotics and Automation Letters, 8(10), 6707-6714.",Sensor & Odometry Modalities,Event-Based SLAM,Event System Families,Event-Inertial Odometry,codex_context_semantic,0.9,"Cited in event-based SLAM taxonomy. Strongest Handbook context: 10.3 Overview and Taxonomy of Event-based SLAM Methods. Genus label: Event-Inertial Odometry (codex_context_genus, score=6)."
1155,2024,Vggsfm: Visual geometry grounded deep structure from motion,"Wang, Jianyuan, Karaev, Nikita, Rupprecht, Christian, and Novotny, David. 2024a. Vggsfm: Visual geometry grounded deep structure from motion. Pages 21686-21697 of: Proceedings of the IEEE/CVF conference on computer vision and pattern recognition.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Contact Estimation,codex_context_semantic,0.66,"Cited in leg odometry further-reading context. Strongest Handbook context: 12.6 Further Readings & Recent Trends  357. Genus label: Contact Estimation (codex_context_genus_default, score=0)."
1156,2025,VGGT: Visual Geometry Grounded Transformer,"Wang, Jianyuan, Chen, Minghao, Karaev, Nikita, Vedaldi, Andrea, Rupprecht, Christian, and Novotny, David. 2025b. VGGT: Visual Geometry Grounded Transformer. In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition.","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Camera Pose Prediction,codex_context_semantic,0.74,"Cited in deep SLAM further-reading context. Strongest Handbook context: 13.7 Further Readings & Recent Trends. Genus label: Camera Pose Prediction (codex_context_genus, score=6)."
1157,2016,"Fast, accurate gaussian process occupancy maps via test-data octrees and nested Bayesian fusion","Wang, Jinkun, and Englot, Brendan. 2016. Fast, accurate gaussian process occupancy maps via test-data octrees and nested Bayesian fusion. Pages 1003-1010 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.5 Gaussian Processes. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=6)."
1158,2019,Real-Time Scalable Dense Surfel Mapping,"Wang, K., Gao, F., and Shen, S. 2019b. Real-Time Scalable Dense Surfel Mapping. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.2 Surfels. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=12)."
1159,2021,Neus: Learning neural implicit surfaces by volume rendering for multi-view reconstruction,"Wang, Peng, Liu, Lingjie, Liu, Yuan, Theobalt, Christian, Komura, Taku, and Wang, Wenping. 2021b. Neus: Learning neural implicit surfaces by volume rendering for multi-view reconstruction. In: Advances in Neural Information Processing Systems (NIPS).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,NeRF Maps,codex_context_semantic,0.82,"Cited in NeRF/neural fields context. Strongest Handbook context: 14.2.3 Neural Fields. Genus label: NeRF Maps (codex_context_genus, score=35)."
1160,2017,Stereo DSO: Large-Scale Direct Sparse Visual Odometry with Stereo Cameras,"Wang, R., Schwo - rer, M., and Cremers, D. 2017a (October). Stereo DSO: Large-Scale Direct Sparse Visual Odometry with Stereo Cameras. In: Intl. Conf. on Computer Vision (ICCV).",Sensor & Odometry Modalities,Visual SLAM,Visual System Families,Direct Visual SLAM,codex_context_semantic,0.66,"Cited among full visual SLAM systems. Strongest Handbook context: 7.5 Examples of Full Visual SLAM Systems. Genus label: Direct Visual SLAM (codex_context_genus, score=38)."
1161,2020,DirectShape: Photometric Alignment of Shape Priors for Visual Vehicle Pose and Shape Estimation,"Wang, Rui, Yang, Nan, Stu - ckler, Jo - rg, and Cremers, Daniel. 2020b. DirectShape: Photometric Alignment of Shape Priors for Visual Vehicle Pose and Shape Estimation. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.74,"Cited in sparse metric-semantic representation context. Strongest Handbook context: 16.2 Sparse Metric-Semantic Representations  463. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=6)."
1162,2025,Moge: Unlocking accurate monocular geometry estimation for open-domain images with optimal training supervision,"Wang, Ruicheng, Xu, Sicheng, Dai, Cassie, Xiang, Jianfeng, Deng, Yu, Tong, Xin, and Yang, Jiaolong. 2025c. Moge: Unlocking accurate monocular geometry estimation for open-domain images with optimal training supervision. IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Depth Prediction,codex_context_semantic,0.66,"Cited in deep learning for depth/camera pose. Strongest Handbook context: 13.1.1 Deep Learning for Depth Prediction. Genus label: Depth Prediction (codex_context_genus, score=42)."
1163,2017,Deepvo: Towards end-to-end visual odometry with deep recurrent convolutional neural networks,"Wang, Sen, Clark, Ronald, Wen, Hongkai, and Trigoni, Niki. 2017b. Deepvo: Towards end-to-end visual odometry with deep recurrent convolutional neural networks. Pages 2043-2050 of: IEEE Intl. Conf. on Robotics and Automation (ICRA). IEEE.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Differentiating Through Least Squares,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.5 Further Readings & Recent Trends. Genus label: Differentiating Through Least Squares (codex_context_genus_default, score=0)."
1164,2024,Dust3r: Geometric 3d vision made easy,"Wang, Shuzhe, Leroy, Vincent, Cabon, Yohann, Chidlovskii, Boris, and Revaud, Jerome. 2024b. Dust3r: Geometric 3d vision made easy. Pages 20697-20709 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Optical Flow,codex_context_semantic,0.9,"Cited in DuSt3R context. Strongest Handbook context: 13.4 DuSt3R. Genus label: Optical Flow (codex_context_genus, score=42)."
1165,2023,Inverse Reinforcement Learning for Autonomous Navigation via Differentiable Semantic Mapping and Planning,"Wang, T., Dhiman, V., and Atanasov, N. 2023g. Inverse Reinforcement Learning for Autonomous Navigation via Differentiable Semantic Mapping and Planning. Autonomous Robots, 47(6), 809-830.",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Dense Semantic Maps,codex_context_semantic,0.9,"Cited in dense metric-semantic representation context. Strongest Handbook context: 16.3 Dense Metric-Semantic Representations                              475. Genus label: Dense Semantic Maps (codex_context_genus, score=6)."
1166,2020,Tartanair: A dataset to push the limits of visual slam,"Wang, Wenshan, Zhu, Delong, Wang, Xiangwei, Hu, Yaoyu, Qiu, Yuheng, Wang, Chen, Hu, Yafei, Kapoor, Ashish, and Scherer, Sebastian. 2020c. Tartanair: A dataset to push the limits of visual slam. Pages 4909-4916 of: 2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS). IEEE.","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,Visual SLAM Datasets,codex_context_semantic,0.82,"Title is primarily a dataset/benchmark contribution. Genus label: Visual SLAM Datasets (codex_context_genus, score=3)."
1167,2021,Tartanvo: A generalizable learning-based vo,"Wang, Wenshan, Hu, Yaoyu, and Scherer, Sebastian. 2021c. Tartanvo: A generalizable learning-based vo. Pages 1761-1772 of: Conf. on Robot Learning (CoRL). PMLR.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Differentiating Through Least Squares,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.5 Further Readings & Recent Trends. Genus label: Differentiating Through Least Squares (codex_context_genus_default, score=0)."
1168,2023,NEWTON: Are Large Language Models Capable of Physical Reasoning? arXiv preprint,"Wang, Yi Ru, Duan, Jiafei, Fox, Dieter, and Srinivasa, Siddhartha. 2023h. NEWTON: Are Large Language Models Capable of Physical Reasoning? arXiv preprint.","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.66,"Cited in open-world Spatial AI further-reading context. Strongest Handbook context: 17.4.2 Revisiting the Question of the Need for Maps. Genus label: Open-Set Object Maps (codex_context_genus, score=3)."
1169,2020,Mapillary street-level sequences: A dataset for lifelong place recognition,"Warburg, Frederik, Hauberg, Soren, Lopez-Antequera, Manuel, Gargallo, Pau, Kuang, Yubin, and Civera, Javier. 2020. Mapillary street-level sequences: A dataset for lifelong place recognition. Pages 2626-2635 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Long-Term Lifelong Changes,codex_context_semantic,0.74,"Cited in dynamic SLAM problem characterization. Strongest Handbook context: 15.1 Characterizing the Dynamic SLAM Problem            421. Genus label: Long-Term Lifelong Changes (codex_context_genus, score=44)."
1170,2021,Multidirectional Conjugate Gradients for Scalable Bundle Adjustment,"Weber, S, Demmel, N, and Cremers, D. 2021. Multidirectional Conjugate Gradients for Scalable Bundle Adjustment. In: German Conf. on Pattern Recognition (GCPR).",Back-End Optimization & Inference,Least-Squares Solvers,Nonlinear Optimization,Gauss-Newton,codex_context_semantic,0.66,"Cited in image alignment / bundle adjustment context. Strongest Handbook context: 7.4.4 Bundle Adjustment Revisited. Genus label: Gauss-Newton (codex_context_genus_default, score=0)."
1171,2023,Power Bundle Adjustment for Large-Scale 3D Reconstruction,"Weber, S, Demmel, N, Chan, T Chon, and Cremers, D. 2023. Power Bundle Adjustment for Large-Scale 3D Reconstruction. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Back-End Optimization & Inference,Least-Squares Solvers,Nonlinear Optimization,Gauss-Newton,codex_context_semantic,0.9,"Cited in image alignment / bundle adjustment context. Strongest Handbook context: 7.4.4 Bundle Adjustment Revisited. Genus label: Gauss-Newton (codex_context_genus_default, score=0)."
1172,2024,Power Variable Projection for Initialization-Free Large-Scale Bundle Adjustment,"Weber, S, Hong, JH, and Cremers, D. 2024. Power Variable Projection for Initialization-Free Large-Scale Bundle Adjustment. In: European Conference on Computer Vision (ECCV).",Back-End Optimization & Inference,Least-Squares Solvers,Nonlinear Optimization,Gauss-Newton,codex_context_semantic,0.74,"Cited in image alignment / bundle adjustment context. Strongest Handbook context: 7.4.4 Bundle Adjustment Revisited. Genus label: Gauss-Newton (codex_context_genus_default, score=0)."
1173,2021,Unsupervised monocular visual-inertial odometry network,"Wei, Peng, Hua, Guoliang, Huang, Weibo, Meng, Fanyang, and Liu, Hong. 2021. Unsupervised monocular visual-inertial odometry network. Pages 2347-2354 of: Intl. Joint Conf. on AI (IJCAI).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.82,"Title is primarily visual-inertial/inertial odometry. Genus label: Visual-Inertial Odometry (codex_context_genus, score=61)."
1174,2023,Generalized differentiable RANSAC,"Wei, T., Patel, Y., Shekhovtsov, A., Matas, J., and Barath, D. 2023. Generalized differentiable RANSAC. In: Intl. Conf. on Computer Vision (ICCV).",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Robust Pose Graph Optimization,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends. Genus label: Robust Pose Graph Optimization (codex_context_genus, score=6)."
1175,2013,Simultaneous Localization and Mapping for event-based Vision Systems,"Weikersdorfer, David, Hoffmann, Raoul, and Conradt, J - org. 2013. Simultaneous Localization and Mapping for event-based Vision Systems. Pages 133-142 of: Int. Conf. Comput. Vis. Syst. (ICVS).",Sensor & Odometry Modalities,Event-Based SLAM,Event System Families,Event-Based Mapping,codex_context_semantic,0.82,"Title is primarily event-based perception/SLAM. Genus label: Event-Based Mapping (codex_context_genus, score=6)."
1176,2014,Event-based 3D SLAM with a depth-augmented dynamic vision sensor,"Weikersdorfer, David, Adrian, David B., Cremers, Daniel, and Conradt, J - org. 2014. Event-based 3D SLAM with a depth-augmented dynamic vision sensor. Pages 359-364 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Event-Based SLAM,Event System Families,Event-Inertial Odometry,codex_context_semantic,0.82,"Title is primarily event-based perception/SLAM. Genus label: Event-Inertial Odometry (codex_context_genus, score=3)."
1177,2022,Croco: Self-supervised pretraining for 3d vision tasks by cross-view completion,"Weinzaepfel, Philippe, Leroy, Vincent, Lucas, Thomas, Br - egier, Romain, Cabon, Yohann, Arora, Vaibhav, Antsfeld, Leonid, Chidlovskii, Boris, Csurka, Gabriela, and Revaud, J - er^ome. 2022. Croco: Self-supervised pretraining for 3d vision tasks by cross-view completion. Pages 3502-3516 of: Conf. Neural Information Processing Systems (NIPS), vol. 35.","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Depth Prediction,codex_context_semantic,0.66,"Cited in deep SLAM further-reading context. Strongest Handbook context: 13.7 Further Readings & Recent Trends. Genus label: Depth Prediction (codex_context_genus, score=6)."
1178,2006,Lidar: range-resolved optical remote sensing of the atmosphere. Vol. 102,"Weitkamp, Claus. 2006. Lidar: range-resolved optical remote sensing of the atmosphere. Vol. 102. Springer Verlag.",Sensor & Odometry Modalities,LiDAR SLAM,LiDAR Sensing,Solid-State LiDAR,codex_context_semantic,0.66,"Cited in LiDAR sensing preliminaries. Strongest Handbook context: 8.1 LiDAR Sensing Preliminaries and Categorization. Genus label: Solid-State LiDAR (codex_context_genus, score=45)."
1179,2021,Bundletrack: 6d pose tracking for novel objects without instance or category-level 3d models,"Wen, Bowen, and Bekris, Kostas. 2021. Bundletrack: 6d pose tracking for novel objects without instance or category-level 3d models. Pages 8067-8074 of: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS). IEEE.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.66,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM  431. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=44)."
1180,2012,Dense reconstruction on-the-fly,"Wendel, Andreas, Maurer, Michael, Graber, Gottfried, Pock, Thomas, and Bischof, Horst. 2012. Dense reconstruction on-the-fly. Pages 1450-1457 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR). IEEE.",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in real-time dense reconstruction context. Strongest Handbook context: 7.6 Real-time Dense Reconstruction. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=64)."
1181,2020,4Seasons: A Cross-Season Dataset for Multi-Weather SLAM in Autonomous Driving,"Wenzel, P., Wang, R., Yang, N., Cheng, Q., Khan, Q., von Stumberg, L., Zeller, N., and Cremers, D. 2020. 4Seasons: A Cross-Season Dataset for Multi-Weather SLAM in Autonomous Driving. In: German Conf. on Pattern Recognition (GCPR).",Sensor & Odometry Modalities,Multi-Modal Fusion,Sensor Fusion Architectures,Tightly Coupled Fusion,codex_context_semantic,0.74,"Cited in visual + other modality fusion context. Strongest Handbook context: 7.8 Combining Vision with Other Modalities  221. Genus label: Tightly Coupled Fusion (codex_context_genus, score=6)."
1182,2024,Hierarchical Open-Vocabulary 3D Scene Graphs for Language-Grounded Robot Navigation,"Werby, Abdelrhman, Huang, Chenguang, Bu - chner, Martin, Valada, Abhinav, and Burgard, Wolfram. 2024. Hierarchical Open-Vocabulary 3D Scene Graphs for Language-Grounded Robot Navigation. Robotics: Science and Systems (RSS).","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.96,"Cited in open-world mapping context. Strongest Handbook context: 17.3 Open-World Mapping  503. Genus label: Open-Set Object Maps (codex_context_genus, score=25)."
1183,2012,Kintinuous: Spatially extended kinectfusion,"Whelan, Thomas, Kaess, Michael, Fallon, Maurice, Johannsson, Hordur, Leonard, John, and McDonald, John. 2012 (July). Kintinuous: Spatially extended kinectfusion. In: Robotics: Science and Systems Workshop.",Sensor & Odometry Modalities,Multi-Modal Fusion,Sensor Fusion Architectures,Tightly Coupled Fusion,codex_context_semantic,0.66,"Cited in visual + other modality fusion context. Strongest Handbook context: 7.8 Combining Vision with Other Modalities                    219. Genus label: Tightly Coupled Fusion (codex_context_genus, score=3)."
1184,2015,ElasticFusion: Dense SLAM without a pose graph,"Whelan, Thomas, Leutenegger, Stefan, Salas-Moreno, Renato F, Glocker, Ben, and Davison, Andrew J. 2015. ElasticFusion: Dense SLAM without a pose graph. Page 3 of: Robotics: Science and Systems (RSS), vol. 11. Rome.",Map Representations,Dense Geometric Maps,Dense Reconstruction,RGB-D Reconstruction,codex_context_semantic,0.82,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.2 Surfels. Genus label: RGB-D Reconstruction (codex_context_genus, score=22)."
1185,2000,Using the Nystrom method to speed up kernel machines,"Williams, Christopher, and Seeger, Matthias. 2000. Using the Nystrom method to speed up kernel machines. In: Advances in Neural Information Processing Systems (NIPS), vol. 13.",Map Representations,Dense Geometric Maps,Dense Reconstruction,Real-Time Dense Reconstruction,codex_context_semantic,0.66,"Cited in map construction / dense reconstruction context. Strongest Handbook context: 5.4.6 Hilbert Maps. Genus label: Real-Time Dense Reconstruction (codex_context_genus, score=6)."
1186,2007,Gaussian Process Implicit Surfaces,"Williams, Oliver, and Fitzgibbon, Andrew. 2007. Gaussian Process Implicit Surfaces.",Map Representations,Dense Geometric Maps,Range-Derived Maps,Occupancy Grids,codex_context_semantic,0.66,"Cited in map representation context. Strongest Handbook context: 5.3 Map Representations  129. Genus label: Occupancy Grids (codex_context_genus, score=19)."
1187,2021,Monorec: Semi-supervised dense reconstruction in dynamic environments from a single moving camera,"Wimbauer, Felix, Yang, Nan, Von Stumberg, Lukas, Zeller, Niclas, and Cremers, Daniel. 2021. Monorec: Semi-supervised dense reconstruction in dynamic environments from a single moving camera. Pages 6112-6122 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Depth Prediction,codex_context_semantic,0.96,"Cited in deep learning for depth/camera pose. Strongest Handbook context: 13.1.1 Deep Learning for Depth Prediction. Genus label: Depth Prediction (codex_context_genus, score=42)."
1188,2023,Behind the scenes: Density fields for single view reconstruction,"Wimbauer, Felix, Yang, Nan, Rupprecht, Christian, and Cremers, Daniel. 2023. Behind the scenes: Density fields for single view reconstruction. Pages 9076-9086 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Learning for Classical SLAM Components,Learned Geometry,Depth Prediction,codex_context_semantic,0.66,"Cited in deep learning for depth/camera pose. Strongest Handbook context: 13.1.1 Deep Learning for Depth Prediction. Genus label: Depth Prediction (codex_context_genus, score=42)."
1189,2025,AnyCam: Learning to Recover Camera Poses and Intrinsics from Casual Videos,"Wimbauer, Felix, Chen, Weirong, Muhle, Dominik, Rupprecht, Christian, and Cremers, Daniel. 2025. AnyCam: Learning to Recover Camera Poses and Intrinsics from Casual Videos. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.74,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM  431. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=44)."
1190,2020,Preintegrated Velocity Bias Estimation to Overcome Contact Nonlinearities in Legged Robot Odometry,"Wisth, David, Camurri, Marco, and Fallon, Maurice F. 2020. Preintegrated Velocity Bias Estimation to Overcome Contact Nonlinearities in Legged Robot Odometry. Pages 392-398 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Legged State Estimation,codex_context_semantic,0.66,"Cited in leg odometry for state estimation. Strongest Handbook context: 12.4 Using Leg Odometry for State Estimation         351. Genus label: Legged State Estimation (codex_context_genus, score=25)."
1191,2022,"Vilens: Visual, inertial, lidar, and leg odometry for all-terrain legged robots","Wisth, David, Camurri, Marco, and Fallon, Maurice. 2022. Vilens: Visual, inertial, lidar, and leg odometry for all-terrain legged robots. IEEE Trans. Robotics, 39(1), 309-326.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Leg Odometry,Legged State Estimation,codex_context_semantic,0.96,"Cited in leg odometry background. Strongest Handbook context: 12.1 Historical Background and Preliminaries  335. Genus label: Legged State Estimation (codex_context_genus, score=61)."
